''барс''|''pars''
шалаанд|ʃaɮaːnt
шалаар|ʃaɮaːr
шаламгай|ʃaɮamɡaj
шалан|ʃaɮan
шалбааг|ʃaɮpaːɡ
шалга|ʃaɮɡa
шалгаад|ʃaɮɡaːt
шалгаарай|ʃaɮɡaːraj
шалгагдаад|ʃaɮɡaɡtaːt
шалгагдаж|ʃaɮɡaɡtat͡ʃ
шалгагч|ʃaɮɡaɡt͡ʃʰ
шалгадаг|ʃaɮɡataɡ
шалгаж|ʃaɮɡat͡ʃ
шалгалаа|ʃaɮɡaɮaː
шалгалтаа|ʃaɮɡaɮtʰaː
шалгалтаар|ʃaɮɡaɮtʰaːr
шалгалтаас|ʃaɮɡaɮtʰaːs
шалгалтад|ʃaɮɡaɮtʰat
шалгалтанд|ʃaɮɡaɮtʰant
шалгалтдаа|ʃaɮɡaɮtʰtaː
шалгалттай|ʃaɮɡaɮtʰtʰaj
шалгалтууд|ʃaɮɡaɮtʰʊːt
шалгалты|ʃaɮɡaɮtʰiː
шалгалтыг|ʃaɮɡaɮtʰiːɡ
шалгалтын|ʃaɮɡaɮtʰiːn
шалган|ʃaɮɡan
шалгана|ʃaɮɡana
шалгараад|ʃaɮɡaraːt
шалгарал|ʃaɮɡaraɮ
шалгарна|ʃaɮɡarna
шалгарсан|ʃaɮɡarsan
шалгарснаас|ʃaɮɡarsnaːs
шалгаруулаад|ʃaɮɡarʊːɮaːt
шалгаруулалт|ʃaɮɡarʊːɮaɮtʰ
шалгаруулалтаар|ʃaɮɡarʊːɮaɮtʰaːr
шалгаруулалтад|ʃaɮɡarʊːɮaɮtʰat
шалгаруулалттай|ʃaɮɡarʊːɮaɮtʰtʰaj
шалгаруулалтыг|ʃaɮɡarʊːɮaɮtʰiːɡ
шалгаруулалтын|ʃaɮɡarʊːɮaɮtʰiːn
шалгаруулах|ʃaɮɡarʊːɮax
шалгаруулдаг|ʃaɮɡarʊːɮtaɡ
шалгаруулж|ʃaɮɡarʊːɮt͡ʃ
шалгарууллаа|ʃaɮɡarʊːɮɮaː
шалгаруулна|ʃaɮɡarʊːɮna
шалгаруулсан|ʃaɮɡarʊːɮsan
шалгарч|ʃaɮɡart͡ʃʰ
шалгасан|ʃaɮɡasan
шалгасны|ʃaɮɡasniː
шалгахаар|ʃaɮɡaxaːr
шалгахгүй|ʃaɮɡaxɡuj
шалгахыг|ʃaɮɡaxiːɡ
шалгуул|ʃaɮɡʊːɮ
шалгуулаад|ʃaɮɡʊːɮaːt
шалгуулагч|ʃaɮɡʊːɮaɡt͡ʃʰ
шалгуулагчид|ʃaɮɡʊːɮaɡt͡ʃʰit
шалгуулагчийн|ʃaɮɡʊːɮaɡt͡ʃʰiːn
шалгуулах|ʃaɮɡʊːɮax
шалгуулахаар|ʃaɮɡʊːɮaxaːr
шалгуулахад|ʃaɮɡʊːɮaxat
шалгуулж|ʃaɮɡʊːɮt͡ʃ
шалгуулна|ʃaɮɡʊːɮna
шалгуулъя|ʃaɮɡʊːɮъJa
шалгуураар|ʃaɮɡʊːraːr
шалгуураас|ʃaɮɡʊːraːs
шалгуурт|ʃaɮɡʊːrtʰ
шалгууртай|ʃaɮɡʊːrtʰaj
шалгууруудыг|ʃaɮɡʊːrʊːtiːɡ
шалгуурыг|ʃaɮɡʊːriːɡ
шалгуурын|ʃaɮɡʊːriːn
шалгуурындагуу|ʃaɮɡʊːriːntaɡʊː
шалгуучих|ʃaɮɡʊːt͡ʃʰix
шалгүй|ʃaɮɡuj
шалдаа|ʃaɮtaː
шалдан|ʃaɮtan
шалз|ʃaɮt͡s
шалмагхан|ʃaɮmaɡxan
шалтаглан|ʃaɮtʰaɡɮan
шалтгаалаад|ʃaɮtʰɡaːɮaːt
шалтгаалан|ʃaɮtʰɡaːɮan
шалтгаалах|ʃaɮtʰɡaːɮax
шалтгаалж|ʃaɮtʰɡaːɮt͡ʃ
шалтгаалжээ|ʃaɮtʰɡaːɮt͡ʃɛː
шалтгаална|ʃaɮtʰɡaːɮna
шалтгаалсан|ʃaɮtʰɡaːɮsan
шалтгаанаа|ʃaɮtʰɡaːnaː
шалтгаанаар|ʃaɮtʰɡaːnaːr
шалтгаанаараа|ʃaɮtʰɡaːnaːraː
шалтгаанаас|ʃaɮtʰɡaːnaːs
шалтгаантай|ʃaɮtʰɡaːntʰaj
шалтгаантай|ʃaɮtʰɡaːntʰaj
шалтгаанууд|ʃaɮtʰɡaːnʊːt
шалтгааны|ʃaɮtʰɡaːniː
шалтгааныг|ʃaɮtʰɡaːniːɡ
шалуулсны|ʃaɮʊːɮsniː
шам|ʃam
шамарья|ʃamarʲJa
шамарьяд|ʃamarʲJat
шамарьян|ʃamarʲJan
шамарьяна|ʃamarʲJana
шамбалын|ʃampaɮiːn
шамдан|ʃamtan
шамин|ʃamin
шамлан|ʃamɮan
шамтаһан|ʃamtʰaһan
шан|ʃan
шаналаад|ʃanaɮaːt
шаналал|ʃanaɮaɮ
шаналалтай|ʃanaɮaɮtʰaj
шаналан|ʃanaɮan
шаналгана|ʃanaɮɡana
шаналгах|ʃanaɮɡax
шаналдаг|ʃanaɮtaɡ
шаналж|ʃanaɮt͡ʃ
шаналснаасаа|ʃanaɮsnaːsaː
шанг|ʃanɡ
шангри|ʃanɡri
шандас|ʃantas
шандны|ʃantniː
шандыг|ʃantiːɡ
шантааж|ʃantʰaːt͡ʃ
шантаажилж|ʃantʰaːt͡ʃiɮt͡ʃ
шантардаг|ʃantʰartaɡ
шантарч|ʃantʰart͡ʃʰ
шантрамтхай|ʃantʰramtʰxaj
шантрах|ʃantʰrax
шантрахгүй|ʃantʰraxɡuj
шантрахгүйгээр|ʃantʰraxɡujɡɛːr
шанхай|ʃanxaj
шар|ʃar
шаравдоо|ʃarawtɔː
шаравжамц|ʃarawt͡ʃamt͡sʰ
шаравжамцыг|ʃarawt͡ʃamt͡sʰiːɡ
шаравнямбуу|ʃarawnJampʊː
шаравын|ʃarawiːn
шаралхаад|ʃaraɮxaːt
шарапова|ʃarapʰɔwa
шарах|ʃarax
шарваад|ʃarwaːt
шарваганаж|ʃarwaɡanat͡ʃ
шарвагч|ʃarwaɡt͡ʃʰ
шарвасан|ʃarwasan
шарга|ʃarɡa
шаргал|ʃarɡaɮ
шаргач|ʃarɡat͡ʃʰ
шаргуу|ʃarɡʊː
шарж|ʃart͡ʃ
шарил|ʃariɮ
шарилд|ʃariɮt
шарилын|ʃariɮiːn
шарласан|ʃarɮasan
шарсан|ʃarsan
шарсн|ʃarsn
шарх|ʃarx
шархаар|ʃarxaːr
шархаданд|ʃarxatant
шархадлаа|ʃarxatɮaː
шархадсан|ʃarxatsan
шархираад|ʃarxiraːt
шархлаа|ʃarxɮaː
шархлаан|ʃarxɮaːn
шарыг|ʃariːɡ
шарын|ʃariːn
шарынхны|ʃariːnxniː
шастир|ʃastʰir
шастирууд|ʃastʰirʊːt
шат|ʃatʰ
шатаа|ʃatʰaː
шатаагаагүй|ʃatʰaːɡaːɡuj
шатаагаад|ʃatʰaːɡaːt
шатааж|ʃatʰaːt͡ʃ
шатаалгүйгээр|ʃatʰaːɮɡujɡɛːr
шатаар|ʃatʰaːr
шатаасан|ʃatʰaːsan
шатаасныг|ʃatʰaːsniːɡ
шатаахгүй|ʃatʰaːxɡuj
шатаачихна|ʃatʰaːt͡ʃʰixna
шатавч|ʃatʰawt͡ʃʰ
шатад|ʃatʰat
шатаж|ʃatʰat͡ʃ
шатаж”|ʃatʰat͡ʃ”
шаталт|ʃatʰaɮtʰ
шатанд|ʃatʰant
шатандаа|ʃatʰantaː
шатасн|ʃatʰasn
шатахуун|ʃatʰaxʊːn
шатахууны|ʃatʰaxʊːniː
шатдаг|ʃatʰtaɡ
шатлал|ʃatʰɮaɮ
шатлалаар|ʃatʰɮaɮaːr
шатлалаас|ʃatʰɮaɮaːs
шатлалт|ʃatʰɮaɮtʰ
шатлалтай|ʃatʰɮaɮtʰaj
шатлалын|ʃatʰɮaɮiːn
шатлан|ʃatʰɮan
шатнаас|ʃatʰnaːs
шатны|ʃatʰniː
шатных|ʃatʰniːx
шатраар|ʃatʰraːr
шатрын|ʃatʰriːn
шатсаар|ʃatʰsaːr
шатсан|ʃatʰsan
шатсанаас|ʃatʰsanaːs
шаттай|ʃatʰtʰaj
шаттай|ʃatʰtʰaj
шаттайгаар|ʃatʰtʰajɡaːr
шатчихдаг|ʃatʰt͡ʃʰixtaɡ
шатыг|ʃatʰiːɡ
шахаа|ʃaxaː
шахаад|ʃaxaːt
шахаанд|ʃaxaːnt
шахаж|ʃaxat͡ʃ
шахалдан|ʃaxaɮtan
шахалт|ʃaxaɮtʰ
шахалтад|ʃaxaɮtʰat
шахам|ʃaxam
шахан|ʃaxan
шахдаг|ʃaxtaɡ
шахжээ|ʃaxt͡ʃɛː
шахмал|ʃaxmaɮ
шахна|ʃaxna
шахсан|ʃaxsan
шахсанаар|ʃaxsanaːr
шахсаныг|ʃaxsaniːɡ
шаху|ʃaxʊ
шахуу|ʃaxʊː
шахуургыг|ʃaxʊːrɡiːɡ
шахчихаад|ʃaxt͡ʃʰixaːt
шачасн|ʃat͡ʃʰasn
шашин|ʃaʃin
шашингүй|ʃaʃinɡuj
шашинд|ʃaʃint
шашиндаа|ʃaʃintaː
шашинжсан|ʃaʃint͡ʃsan
шашинлаг|ʃaʃinɮaɡ
шашинтай|ʃaʃintʰaj
шашинтнууд|ʃaʃintʰnʊːt
шашинтны|ʃaʃintʰniː
шашины|ʃaʃiniː
шашнаас|ʃaʃnaːs
шашнаасаа|ʃaʃnaːsaː
шашнууд|ʃaʃnʊːt
шашны|ʃaʃniː
шашныг|ʃaʃniːɡ
швейк”|ʃwJijkʰ”
швейцарийг|ʃwJijt͡sʰariːɡ
швейцарийн|ʃwJijt͡sʰariːn
швейцарын|ʃwJijt͡sʰariːn
швейцарь|ʃwJijt͡sʰarʲ
швейцарьт|ʃwJijt͡sʰarʲtʰ
шдээ|ʃtɛː
шез|ʃJit͡s
шекспирийн|ʃJikʰspʰiriːn
шелле|ʃJiɮɮJi
шенгений|ʃJinɡJiniː
шеннонжиа|ʃJinnɔnt͡ʃia
ши|ʃi
шив|ʃiw
шивгэнэсэн|ʃiwɡɛnɛsɛn
шивгэнээд|ʃiwɡɛnɛːt
шивнэ|ʃiwnɛ
шивнэв|ʃiwnɛw
шивнэж|ʃiwnɛt͡ʃ
шивнэлээ|ʃiwnɛɮɛː
шивнэсэн|ʃiwnɛsɛn
шивнэчхээд|ʃiwnɛt͡ʃʰxɛːt
шивнә|ʃiwnә
шившиг|ʃiwʃiɡ
шившиглэ|ʃiwʃiɡɮɛ
шивэр|ʃiwɛr
шивэрсэн|ʃiwɛrsɛn
шивэртэй|ʃiwɛrtʰɛj
шивээ|ʃiwɛː
шивээсийг|ʃiwɛːsiːɡ
шивээхүрэн|ʃiwɛːxurɛn
шивәһәр|ʃiwәһәr
шиг|ʃiɡ
шигдсэн|ʃiɡtsɛn
шигдэж|ʃiɡtɛt͡ʃ
шигдэн|ʃiɡtɛn
шигдээс|ʃiɡtɛːs
шигдээсийн|ʃiɡtɛːsiːn
шигдээсээр|ʃiɡtɛːsɛːr
шигдүләд|ʃiɡtuɮәt
шигшээ|ʃiɡʃɛː
шигшээгийн|ʃiɡʃɛːɡiːn
шигэхээс|ʃiɡɛxɛːs
шигээ|ʃiɡɛː
шигүдэри|ʃiɡutɛri
шигүн|ʃiɡun
шигүү|ʃiɡuː
шиг”|ʃiɡ”
шид|ʃit
шидгүй|ʃitɡuj
шидж|ʃitt͡ʃ
шидийг|ʃitiːɡ
шидийн|ʃitiːn
шидлэн|ʃitɮɛn
шидлээ|ʃitɮɛː
шиднэ|ʃitnɛ
шидсэн|ʃitsɛn
шидтэй|ʃittʰɛj
шидтэнүүдийн|ʃittʰɛnuːtiːn
шидчихсэн|ʃitt͡ʃʰixsɛn
шидэгдсэн|ʃitɛɡtsɛn
шидэлж|ʃitɛɮt͡ʃ
шидэлцэж|ʃitɛɮt͡sʰɛt͡ʃ
шидэмс|ʃitɛms
шидэт|ʃitɛtʰ
шидэх|ʃitɛx
шидэхэд|ʃitɛxɛt
шидээд|ʃitɛːt
шидээр|ʃitɛːr
шижигнэсэн|ʃit͡ʃiɡnɛsɛn
шижигтийн|ʃit͡ʃiɡtʰiːn
шижин|ʃit͡ʃin
шижингийн|ʃit͡ʃinɡiːn
шижингээр|ʃit͡ʃinɡɛːr
шижир|ʃit͡ʃir
шижээ|ʃit͡ʃɛː
шизофренитэй|ʃit͡sɔfrJinitʰɛj
шизуока|ʃit͡sʊɔkʰa
шийдвэрлэх|ʃiːtwɛrɮɛx
шиидв|ʃiitw
шиидвр|ʃiitwr
шиидсмн|ʃiitsmn
шиидцхәнә|ʃiitt͡sʰxәnә
шийг|ʃiːɡ
шийд|ʃiːt
шийдв|ʃiːtw
шийдвэл|ʃiːtwɛɮ
шийдвэргүй|ʃiːtwɛrɡuj
шийдвэрийг|ʃiːtwɛriːɡ
шийдвэрийн|ʃiːtwɛriːn
шийдвэрийнхээ|ʃiːtwɛriːnxɛː
шийдвэрлэ|ʃiːtwɛrɮɛ
шийдвэрлэв|ʃiːtwɛrɮɛw
шийдвэрлэгдсэн|ʃiːtwɛrɮɛɡtsɛn
шийдвэрлэгдэж|ʃiːtwɛrɮɛɡtɛt͡ʃ
шийдвэрлэгдэнэ|ʃiːtwɛrɮɛɡtɛnɛ
шийдвэрлэгдэхээр|ʃiːtwɛrɮɛɡtɛxɛːr
шийдвэрлэдэг|ʃiːtwɛrɮɛtɛɡ
шийдвэрлэж|ʃiːtwɛrɮɛt͡ʃ
шийдвэрлэлт|ʃiːtwɛrɮɛɮtʰ
шийдвэрлэлтийн|ʃiːtwɛrɮɛɮtʰiːn
шийдвэрлэлээ|ʃiːtwɛrɮɛɮɛː
шийдвэрлэн|ʃiːtwɛrɮɛn
шийдвэрлэнэ|ʃiːtwɛrɮɛnɛ
шийдвэрлэнэ”|ʃiːtwɛrɮɛnɛ”
шийдвэрлэсний|ʃiːtwɛrɮɛsniː
шийдвэрлэснийг|ʃiːtwɛrɮɛsniːɡ
шийдвэрлэсэн|ʃiːtwɛrɮɛsɛn
шийдвэрлэх|ʃiːtwɛrɮɛx
шийдвэрлэхгүй|ʃiːtwɛrɮɛxɡuj
шийдвэрлэхийг|ʃiːtwɛrɮɛxiːɡ
шийдвэрлэхийн|ʃiːtwɛrɮɛxiːn
шийдвэрлэхэд|ʃiːtwɛrɮɛxɛt
шийдвэрлэхээр|ʃiːtwɛrɮɛxɛːr
шийдвэрлэхээс|ʃiːtwɛrɮɛxɛːs
шийдвэрлэчих|ʃiːtwɛrɮɛt͡ʃʰix
шийдвэрлэчихсэн|ʃiːtwɛrɮɛt͡ʃʰixsɛn
шийдвэрлээд|ʃiːtwɛrɮɛːt
шийдвэрлүүлж|ʃiːtwɛrɮuːɮt͡ʃ
шийдвэрлүүлнэ|ʃiːtwɛrɮuːɮnɛ
шийдвэрлүүлсэн|ʃiːtwɛrɮuːɮsɛn
шийдвэрлүүлэх|ʃiːtwɛrɮuːɮɛx
шийдвэрлүүлэхээр|ʃiːtwɛrɮuːɮɛxɛːr
шийдвэрт|ʃiːtwɛrtʰ
шийдвэртэй|ʃiːtwɛrtʰɛj
шийдвэртээ|ʃiːtwɛrtʰɛː
шийдвэрээ|ʃiːtwɛrɛː
шийдвэрээр|ʃiːtwɛrɛːr
шийдвэрээс|ʃiːtwɛrɛːs
шийдвэрүүд|ʃiːtwɛruːt
шийдвэрүүдийг|ʃiːtwɛruːtiːɡ
шийдвэрүүдийн|ʃiːtwɛruːtiːn
шийдвэрүүдэд|ʃiːtwɛruːtɛt
шийддэг|ʃiːttɛɡ
шийддэгээрээ|ʃiːttɛɡɛːrɛː
шийджээ|ʃiːtt͡ʃɛː
шийдлийг|ʃiːtɮiːɡ
шийдлээ|ʃiːtɮɛː
шийдлээр|ʃiːtɮɛːr
шийдлүүд|ʃiːtɮuːt
шийдлүүдийг|ʃiːtɮuːtiːɡ
шийднэ|ʃiːtnɛ
шийдсэн|ʃiːtsɛn
шийдсэний|ʃiːtsɛniː
шийдсэнээрээ|ʃiːtsɛnɛːrɛː
шийдтэй|ʃiːttʰɛj
шийдчих|ʃiːtt͡ʃʰix
шийдчихдэг|ʃiːtt͡ʃʰixtɛɡ
шийдчихье”|ʃiːtt͡ʃʰixʲJi”
шийдье|ʃiːtʲJi
шийдэв|ʃiːtɛw
шийдэгддэг|ʃiːtɛɡttɛɡ
шийдэгджээ|ʃiːtɛɡtt͡ʃɛː
шийдэгдсэн|ʃiːtɛɡtsɛn
шийдэгдчихээр|ʃiːtɛɡtt͡ʃʰixɛːr
шийдэгдэж|ʃiːtɛɡtɛt͡ʃ
шийдэгдэнэ|ʃiːtɛɡtɛnɛ
шийдэгдэнэ”|ʃiːtɛɡtɛnɛ”
шийдэгдэх|ʃiːtɛɡtɛx
шийдэгдэхэд|ʃiːtɛɡtɛxɛt
шийдэгдээгүй|ʃiːtɛɡtɛːɡuj
шийдэж|ʃiːtɛt͡ʃ
шийдэл|ʃiːtɛɮ
шийдэлд|ʃiːtɛɮt
шийдэлтэй|ʃiːtɛɮtʰɛj
шийдэмгий|ʃiːtɛmɡiː
шийдэмгийхэн|ʃiːtɛmɡiːxɛn
шийдэн|ʃiːtɛn
шийдэнгүүт|ʃiːtɛnɡuːtʰ
шийдэх|ʃiːtɛx
шийдэхгүй|ʃiːtɛxɡuj
шийдэхийг|ʃiːtɛxiːɡ
шийдэхийн|ʃiːtɛxiːn
шийдэхэд|ʃiːtɛxɛt
шийдэхээ|ʃiːtɛxɛː
шийдэхээр|ʃiːtɛxɛːr
шийдэхээс|ʃiːtɛxɛːs
шийдээ|ʃiːtɛː
шийдээгүй|ʃiːtɛːɡuj
шийдээд|ʃiːtɛːt
шийдээч|ʃiːtɛːt͡ʃʰ
шийдүүлдэг|ʃiːtuːɮtɛɡ
шийдүүлж|ʃiːtuːɮt͡ʃ
шийдүүлснээр|ʃiːtuːɮsnɛːr
шийдүүлсэн|ʃiːtuːɮsɛn
шийдүүлэх|ʃiːtuːɮɛx
шийдүүлээд|ʃiːtuːɮɛːt
шийнэнгийн|ʃiːnɛnɡiːn
шийр|ʃiːr
шийрийг|ʃiːriːɡ
шийрэнд|ʃiːrɛnt
шийтгэгдэх|ʃiːtʰɡɛɡtɛx
шийтгэдэг|ʃiːtʰɡɛtɛɡ
шийтгэл|ʃiːtʰɡɛɮ
шийтгэлгүй|ʃiːtʰɡɛɮɡuj
шийтгэлийн|ʃiːtʰɡɛɮiːn
шийтгэлээ|ʃiːtʰɡɛɮɛː
шийтгэсэн|ʃiːtʰɡɛsɛn
шийтгэх|ʃiːtʰɡɛx
шийтгэхээр|ʃiːtʰɡɛxɛːr
шийтгүүлж|ʃiːtʰɡuːɮt͡ʃ
шийтгүүлсэн|ʃiːtʰɡuːɮsɛn
шийтгүүлэх|ʃiːtʰɡuːɮɛx
шикайн|ʃikʰajn
шико|ʃikʰɔ
шилбүүр|ʃiɮpuːr
шилдгээр|ʃiɮtɡɛːr
шилдгүүд|ʃiɮtɡuːt
шилдэг|ʃiɮtɛɡ
шилдэгт|ʃiɮtɛɡtʰ
шилж|ʃiɮt͡ʃ
шилжвэл|ʃiɮt͡ʃwɛɮ
шилжвээс|ʃiɮt͡ʃwɛːs
шилжив|ʃiɮt͡ʃiw
шилжиж|ʃiɮt͡ʃit͡ʃ
шилжилт|ʃiɮt͡ʃiɮtʰ
шилжилтийг|ʃiɮt͡ʃiɮtʰiːɡ
шилжилтийн|ʃiɮt͡ʃiɮtʰiːn
шилжилттэй|ʃiɮt͡ʃiɮtʰtʰɛj
шилжилтээ|ʃiɮt͡ʃiɮtʰɛː
шилжин|ʃiɮt͡ʃin
шилжинэ|ʃiɮt͡ʃinɛ
шилжих|ʃiɮt͡ʃix
шилжихийг|ʃiɮt͡ʃixiːɡ
шилжихийн|ʃiɮt͡ʃixiːn
шилжихээр|ʃiɮt͡ʃixɛːr
шилжлээ|ʃiɮt͡ʃɮɛː
шилжсэн|ʃiɮt͡ʃsɛn
шилжсэнтэй|ʃiɮt͡ʃsɛntʰɛj
шилжсэнээр|ʃiɮt͡ʃsɛnɛːr
шилжсэнээс|ʃiɮt͡ʃsɛnɛːs
шилжчихжээ|ʃiɮt͡ʃt͡ʃʰixt͡ʃɛː
шилжчихээд|ʃiɮt͡ʃt͡ʃʰixɛːt
шилжээд|ʃiɮt͡ʃɛːt
шилжүүлдэг|ʃiɮt͡ʃuːɮtɛɡ
шилжүүлж|ʃiɮt͡ʃuːɮt͡ʃ
шилжүүллээ|ʃiɮt͡ʃuːɮɮɛː
шилжүүлсэн|ʃiɮt͡ʃuːɮsɛn
шилжүүлсэнтэй|ʃiɮt͡ʃuːɮsɛntʰɛj
шилжүүлчих|ʃiɮt͡ʃuːɮt͡ʃʰix
шилжүүлчихдэг|ʃiɮt͡ʃuːɮt͡ʃʰixtɛɡ
шилжүүлье|ʃiɮt͡ʃuːɮʲJi
шилжүүлэг|ʃiɮt͡ʃuːɮɛɡ
шилжүүлэн|ʃiɮt͡ʃuːɮɛn
шилжүүлэх|ʃiɮt͡ʃuːɮɛx
шилжүүлэхээр|ʃiɮt͡ʃuːɮɛxɛːr
шилжүүлэхээс|ʃiɮt͡ʃuːɮɛxɛːs
шилжүүлээгүй|ʃiɮt͡ʃuːɮɛːɡuj
шилжүүлээд|ʃiɮt͡ʃuːɮɛːt
шилийг|ʃiɮiːɡ
шилийн|ʃiɮiːn
шилмэл|ʃiɮmɛɮ
шилрэмтгий|ʃiɮrɛmtʰɡiː
шилтэй|ʃiɮtʰɛj
шилэн|ʃiɮɛn
шилүүстэй|ʃiɮuːstʰɛj
шим|ʃim
шимгүй|ʃimɡuj
шимдээ|ʃimtɛː
шимдээлнэ|ʃimtɛːɮnɛ
шимийг|ʃimiːɡ
шимийн|ʃimiːn
шимон|ʃimɔn
шимона|ʃimɔna
шимоныг|ʃimɔniːɡ
шимт|ʃimtʰ
шимтгэл|ʃimtʰɡɛɮ
шимтгэлгүйгээр|ʃimtʰɡɛɮɡujɡɛːr
шимтгэлд|ʃimtʰɡɛɮt
шимтгэлийг|ʃimtʰɡɛɮiːɡ
шимтгэлээ|ʃimtʰɡɛɮɛː
шимтгэлээр|ʃimtʰɡɛɮɛːr
шимтдэг|ʃimtʰtɛɡ
шимтэгсдийг|ʃimtʰɛɡstiːɡ
шимтэж|ʃimtʰɛt͡ʃ
шимтэн|ʃimtʰɛn
шимширсэн|ʃimʃirsɛn
шимшрүүлдэг|ʃimʃruːɮtɛɡ
шимшрүүлсэн|ʃimʃruːɮsɛn
шимэн|ʃimɛn
шимэтгэлийг|ʃimɛtʰɡɛɮiːɡ
шин|ʃin
шингэдэг|ʃinɡɛtɛɡ
шингэж|ʃinɡɛt͡ʃ
шингэнийг|ʃinɡɛniːɡ
шингэнэ|ʃinɡɛnɛ
шингэнүүдийн|ʃinɡɛnuːtiːn
шингэрч|ʃinɡɛrt͡ʃʰ
шингэсэн|ʃinɡɛsɛn
шингэх|ʃinɡɛx
шингэхээс|ʃinɡɛxɛːs
шингэчихсэн|ʃinɡɛt͡ʃʰixsɛn
шингээдгээс|ʃinɡɛːtɡɛːs
шингээдэг|ʃinɡɛːtɛɡ
шингээж|ʃinɡɛːt͡ʃ
шингээсэн|ʃinɡɛːsɛn
шингээх|ʃinɡɛːx
шинель|ʃinJiɮʲ
шинж|ʃint͡ʃ
шинжаангийн|ʃint͡ʃaːnɡiːn
шинжааны|ʃint͡ʃaːniː
шинжгүй|ʃint͡ʃɡuj
шинждэг|ʃint͡ʃtɛɡ
шинжид|ʃint͡ʃit
шинжийг|ʃint͡ʃiːɡ
шинжийнхээ|ʃint͡ʃiːnxɛː
шинжилгэ|ʃint͡ʃiɮɡɛ
шинжилгээ|ʃint͡ʃiɮɡɛː
шинжилгээг|ʃint͡ʃiɮɡɛːɡ
шинжилгээгээ|ʃint͡ʃiɮɡɛːɡɛː
шинжилгээгээр|ʃint͡ʃiɮɡɛːɡɛːr
шинжилгээгээрээ|ʃint͡ʃiɮɡɛːɡɛːrɛː
шинжилгээгүй|ʃint͡ʃiɮɡɛːɡuj
шинжилгээнд|ʃint͡ʃiɮɡɛːnt
шинжилгээндээ|ʃint͡ʃiɮɡɛːntɛː
шинжилгээний|ʃint͡ʃiɮɡɛːniː
шинжилгээнийхээ|ʃint͡ʃiɮɡɛːniːxɛː
шинжилгээнээс|ʃint͡ʃiɮɡɛːnɛːs
шинжилгээнүүдийг|ʃint͡ʃiɮɡɛːnuːtiːɡ
шинжилгээнүүдээ|ʃint͡ʃiɮɡɛːnuːtɛː
шинжилэхэд|ʃint͡ʃiɮɛxɛt
шинжин|ʃint͡ʃin
шинжинэ|ʃint͡ʃinɛ
шинжих|ʃint͡ʃix
шинжлэл|ʃint͡ʃɮɛɮ
шинжлэлд|ʃint͡ʃɮɛɮt
шинжлэлийн|ʃint͡ʃɮɛɮiːn
шинжлэлийнхэн|ʃint͡ʃɮɛɮiːnxɛn
шинжлэх|ʃint͡ʃɮɛx
шинжлэхэд|ʃint͡ʃɮɛxɛt
шинжлээ|ʃint͡ʃɮɛː
шинжлүүлсэн|ʃint͡ʃɮuːɮsɛn
шинжтэй|ʃint͡ʃtʰɛj
шинжээ|ʃint͡ʃɛː
шинжээч|ʃint͡ʃɛːt͡ʃʰ
шинжээчдийн|ʃint͡ʃɛːt͡ʃʰtiːn
шинжээчдээр|ʃint͡ʃɛːt͡ʃʰtɛːr
шинжээчид|ʃint͡ʃɛːt͡ʃʰit
шинжээчийн|ʃint͡ʃɛːt͡ʃʰiːn
шинжээчээр|ʃint͡ʃɛːt͡ʃʰɛːr
шинжүүд|ʃint͡ʃuːt
шинзо|ʃint͡sɔ
шинийг|ʃiniːɡ
шинийн|ʃiniːn
шинс|ʃins
шинчлэгдэж|ʃint͡ʃʰɮɛɡtɛt͡ʃ
шинэ|ʃinɛ
шинэлэгээр|ʃinɛɮɛɡɛːr
шинэн|ʃinɛn
шинэтгэж|ʃinɛtʰɡɛt͡ʃ
шинэтгэлд|ʃinɛtʰɡɛɮt
шинэтгэлийн|ʃinɛtʰɡɛɮiːn
шинэхэн|ʃinɛxɛn
шинэчил|ʃinɛt͡ʃʰiɮ
шинэчилж|ʃinɛt͡ʃʰiɮt͡ʃ
шинэчилжрейдэрдэх|ʃinɛt͡ʃʰiɮt͡ʃrJijtɛrtɛx
шинэчилнэ|ʃinɛt͡ʃʰiɮnɛ
шинэчилснээ|ʃinɛt͡ʃʰiɮsnɛː
шинэчилсэн|ʃinɛt͡ʃʰiɮsɛn
шинэчилье|ʃinɛt͡ʃʰiɮʲJi
шинэчлэгддэггүй|ʃinɛt͡ʃʰɮɛɡttɛɡɡuj
шинэчлэгдэж|ʃinɛt͡ʃʰɮɛɡtɛt͡ʃ
шинэчлэгдэх|ʃinɛt͡ʃʰɮɛɡtɛx
шинэчлэл|ʃinɛt͡ʃʰɮɛɮ
шинэчлэлд|ʃinɛt͡ʃʰɮɛɮt
шинэчлэлийг|ʃinɛt͡ʃʰɮɛɮiːɡ
шинэчлэлийн|ʃinɛt͡ʃʰɮɛɮiːn
шинэчлэлт|ʃinɛt͡ʃʰɮɛɮtʰ
шинэчлэлтийг|ʃinɛt͡ʃʰɮɛɮtʰiːɡ
шинэчлэлтийн|ʃinɛt͡ʃʰɮɛɮtʰiːn
шинэчлэлтэй|ʃinɛt͡ʃʰɮɛɮtʰɛj
шинэчлэлтэйгээ|ʃinɛt͡ʃʰɮɛɮtʰɛjɡɛː
шинэчлэлээ|ʃinɛt͡ʃʰɮɛɮɛː
